time,event
0.111200667421581,D
0.11850940482246702,C
0.3388274547002062,D
0.4805550330258978,A
0.49750398698271825,C
0.5095320300879111,D
0.572463009711951,C
0.689764943169267,B
0.8112739767464942,A
0.8574947718163513,C
0.8736466473955926,B
0.9205964911356214,B
0.9291924051660783,D
0.9731694015443608,A
1.1184222695646528,C
1.1737820082059107,A
1.195217170639895,D
1.2598120836787239,A
1.5949437135769073,C
1.6065070548916627,D
1.717014498184748,C
1.8140378715962382,C
1.9176606213873229,A
1.9213341627015765,C
1.953278149068098,D
1.9549174864088632,C
1.9646694066708579,A
2.0629737459498974,C
2.1299775110015204,C
2.2172135721254307,B
2.2366502252667613,B
2.3307202231332096,A
2.5175861784727083,C
2.5632750853787436,D
2.566849774164751,C
2.8365526201312607,B
2.9705310808857175,A
3.0497379269576963,D
3.1763084861393693,D
3.3872690796939837,B
3.4668659952537197,D
3.5024721770502025,B
3.6966035005930062,C
3.826979826423554,A
3.8448685895515964,C
4.0196133969653385,A
4.081639576183463,B
4.225115593345267,D
4.277084426768786,C
4.331519141475484,A
4.338984100070791,A
4.614553534586484,A
4.667168779710798,A
4.700052868883041,D
4.840395446465154,C
5.017088782311951,D
5.164286520570714,D
5.200783556851711,D
5.265485079776388,B
5.3455877432911185,D
5.643718916294598,C
5.76372107939862,D
5.848422998021153,B
6.143123782027235,D
6.277094825618393,D
6.393781252449004,D
6.396570622474811,C
6.452365781088692,A
6.5341880429094426,C
6.622688048749824,D
6.678459715581036,C
6.7400578725049405,A
6.833082769676449,C
6.837135860015473,A
6.94162426530978,A
7.011837895702965,C
7.173706764888034,C
7.2287636866782154,C
7.287608016733222,C
7.312499188000234,D
7.348101024122299,C
7.403489172031888,B
7.430121226701987,D
7.4510665237406855,C
7.48723023038394,D
7.52314116846606,B
7.544023086116694,A
7.5514371195465,D
7.663829855849219,C
7.677743133021943,C
7.693001126167441,A
7.731750202617588,D
7.751771998445927,D
7.860615761755063,A
7.866838575089306,C
7.989703905883183,B
8.068954658327886,D
8.070038092072208,B
8.098377352822157,B
8.145138151132544,D
8.181078928254557,C
8.214031823550881,D
8.246930553410305,D
8.38002742889205,D
8.714329431493656,D
8.732673282979063,D
8.74021056303421,A
8.749224623172504,D
8.839797845708679,C
8.901116625856051,D
8.991963415377933,A
9.397664470209484,A
9.441606415678557,C
9.468344046349221,A
9.522612299387138,B
9.74745785173609,A
9.79356787665542,A
9.82671704428853,B
9.866421433885032,A
10.0987837448492,A
10.115606057611684,C
10.239484204317796,B
10.40311273639081,A
10.443997128002092,B
10.459282395733545,A
10.754532320940903,C
10.92434084912076,B
10.964662668664344,A
11.088551743369946,D
11.091949128876603,B
11.12976079284303,C
11.19199368365704,D
11.381465432295604,A
11.442918159826451,C
11.452061405371726,A
11.555712274743616,B
11.562817272498666,B
11.594141389037373,C
11.720312819984809,C
11.723874838681914,C
11.79569453172051,B
11.834645946384356,D
11.89974938078177,D
11.9041959757274,C
11.960467034730781,D
12.213778835916616,C
12.29877295484006,B
12.427625904405732,C
12.499990601080825,A
12.582440587764859,A
12.587961684448812,A
12.725696884124824,B
12.81464794991109,C
12.851991985182433,A
