time,event
0.10155394268086217,A
0.12388618964320322,C
0.15733603712318517,A
0.15954734836498746,D
0.21349246621808632,A
0.28365827934697907,C
0.28531678042877123,A
0.28991372804726717,A
0.31065119768829963,D
0.3415969235949584,C
0.35968661852335143,D
0.4914442374651688,A
0.5289429959368118,C
0.6100375972757485,B
0.6934205842489708,D
0.694619810778988,A
0.7853553464916629,A
0.8277381792847641,A
0.896408517148554,A
0.9902333796065848,C
0.9935338245433903,D
1.0215980359193682,D
1.113075803193596,D
1.1694222114676327,D
1.4673343036993938,A
1.7497491289230496,B
1.7664815201854864,C
1.785654519830849,A
1.9429974653424502,C
1.9819517556509745,A
2.0084436704820248,C
2.072354802108619,D
2.094158262508631,A
2.1299431720772155,B
2.1403737027075986,A
2.183473144206139,D
2.198288396024503,A
2.2225104343442736,A
2.4349799733868625,A
2.446244096063495,A
2.537584865934835,D
2.6002410659174067,B
2.68812664791712,A
2.803375438450267,A
3.07309508974006,A
3.089141595545888,A
3.2067991225231918,D
3.343511097396311,A
3.3547754817344213,D
3.3762298748073998,A
3.387366617948681,A
3.450821688421274,A
3.6330704532777505,A
3.6759367896388864,A
3.693880778951179,A
3.709710266725806,C
3.71598416409211,A
3.761426540615404,C
3.7917561126486303,A
3.9405203672818674,A
4.02168824965165,D
4.198185945503288,D
4.3776507583797155,C
4.417315574635859,A
4.556105736117259,C
4.5711078643193455,A
4.600219241990962,D
4.621958536219826,A
4.72530951058036,A
4.798007249361639,C
4.802809174768313,C
4.847457149284783,B
4.883357598290408,B
4.885059755011616,B
5.233847627774602,A
5.387213765349813,B
5.391897394863614,D
5.458902162057657,D
5.496292063917893,A
5.592982769111397,A
5.878147945436521,B
5.980816413153573,C
5.9858783847804045,C
6.045975359207384,A
6.465987811025489,A
6.549041752682376,B
6.575390423446375,B
6.679955360154308,B
6.725548859643209,A
6.757915771559814,C
6.788917433400431,C
6.966821334936586,A
7.047143164483054,A
7.076483152117668,D
7.114219653801689,A
7.279604203569106,A
7.34699028208436,A
7.368737430895404,B
7.4837916368196185,A
7.5453839284039566,D
7.546418943927796,A
7.603005692721108,D
7.646632328292029,A
7.675180861374868,D
7.768048782607402,C
7.8337657806329615,A
7.887168909089667,A
7.97857986852772,B
8.071379615884146,A
8.171351759573776,A
8.17523696957749,D
8.257674143051053,C
8.374953522232277,A
8.432493808894437,D
8.454319513826958,D
8.496447208212626,A
8.537751265853794,A
8.786105002036084,C
8.817343774590109,A
8.897861713574198,A
9.006889275719125,A
9.046448106120824,A
9.054672676041351,A
9.063174805160006,D
9.142907289360766,B
9.275643345362464,C
9.327216615934569,A
9.48212706591068,A
9.544468656780797,B
9.562508962877029,A
9.628757553357428,A
9.659069387411897,A
9.75114727402303,C
9.985023059114598,B
10.119021048450552,A
10.119774379717281,D
10.191824447650124,B
10.35422372898134,A
10.375784913844248,D
10.419433463232357,A
10.544436541280291,A
11.032689716775591,B
11.059467262242082,A
11.141383190599642,D
11.188406407323857,A
11.240379927329936,D
11.384196681509879,A
11.516180381448073,A
11.691851027862558,D
11.701370090488547,A
11.750290560011413,D
11.845582991996082,A
12.125575379473382,B
12.17839449453559,A
12.239003167340195,B
12.358509988097506,A
12.921471230919412,B
12.957021559024938,D
12.964630529743614,D
13.065387040272324,A
13.107157903141967,D
13.140317109284222,A
13.400651172197216,A
13.4553395373613,A
13.485690582286397,B
13.554473089330068,A
13.616360788149148,C
13.627127352398517,C
13.727971943862444,A
13.741117146019217,A
13.788610979612121,D
13.818074569234504,A
13.850968329906852,A
13.869400961421581,A
13.884076809297264,A
14.002455326344222,D
14.070192262128185,D
14.23555428962299,A
14.329490249933606,D
14.428753136298303,A
14.65524990078167,C
14.813478654029787,A
14.829571955119226,D
14.864174013218335,A
14.881690959468207,B
14.911808436977791,D
14.976216226931944,A
15.04237368136554,B
15.099580377529943,D
15.252444541559106,D
15.346776904922153,A
15.417638317174001,C
15.776249114411211,C
15.964589488268324,D
16.071639558990533,A
16.106307538814388,A
16.26398487121304,A
16.351302158868602,A
16.483124572615278,D
16.519829867852668,D
16.600928099447465,A
16.72192229444131,A
16.818202926173505,D
16.839871705372758,A
16.892515370583304,A
16.954043513744864,D
16.961036063032527,A
16.965475521979496,D
16.97973848423798,B
17.050413715623698,A
17.07452966321051,A
17.07459632588879,A
17.137438521668205,A
17.2347358091394,D
17.24764637370509,A
17.280208789609226,D
17.394619854368393,B
17.434535251637737,D
17.505670189858343,A
17.530690570346355,D
17.565499769257308,A
17.616517321314902,D
17.61942744645562,A
17.825648344433223,A
17.943200988917443,A
18.021116115972138,A
18.24389059097818,B
18.366838378189012,D
18.513404627728697,A
18.529986123761137,D
18.58822507303816,B
18.60959488125588,C
18.745636580731578,D
18.748508793666467,A
18.84507515427609,D
18.886895220069245,A
18.998726568783123,A
19.097136568310905,A
19.17020688754499,D
19.3988566419901,A
19.451521964374994,C
19.454724747593716,A
19.485862193029117,D
19.649522104782406,A
19.7001900824464,C
19.75534434139334,A
19.758329047063047,A
19.78265011310084,C
19.801057282231568,B
19.851327173354996,A
19.95100480644934,A
20.156328452276618,B
20.16215401624187,A
20.319170377827472,D
20.351573994228733,B
20.657323088958247,A
20.723962541590176,D
20.806940487558446,A
21.043255559753543,A
21.102589975528254,D
21.150447104135328,D
21.190518209698073,A
21.274525239023397,A
21.420795601546537,A
21.444722221259173,A
21.547152853172623,D
21.580334896807862,D
21.66697888726694,D
21.779000319323824,A
21.821520176788734,A
21.847329478624417,A
22.256190563474824,D
22.29896497071675,A
22.37118050564307,B
22.499361251318117,A
22.526516573499734,B
22.559368037595465,D
22.593682949404606,B
22.65178849535555,C
22.702605245069012,A
23.104348551923685,A
23.260116494227148,B
23.49211862382782,A
23.50888441499322,C
23.55748515548157,D
23.70053173574557,B
23.737477493980464,B
23.75394182124027,D
23.8528296233236,B
23.8707929421035,B
23.901012175315326,A
23.949530779002895,A
23.983058601421288,A
24.057551443459555,D
24.085665552315934,B
24.227989078636487,D
24.26370777285251,C
24.28336068939845,D
24.390895953281717,A
24.513988429488748,A
24.52888302282227,A
24.556100305467666,A
24.676144716073924,A
24.877695361729533,A
24.894361430498268,A
24.91206518144168,A
24.945190185478527,B
24.953515396503924,A
25.140988537073344,A
25.211050598890058,A
25.254196299733117,A
25.26208310267239,A
25.29319589085945,B
25.299436368272197,D
25.31426456356172,D
25.52428210651377,D
25.69491023562282,C
25.777183622092508,B
25.844731655787204,D
25.931403304761552,B
26.002745726086644,B
26.09280272459578,D
26.221433211377473,C
26.273590112682466,C
26.281396398399682,C
26.385940203681564,C
26.387458157170137,C
26.430102324138605,A
26.47317888788014,B
26.580610499632712,B
26.69535924699309,B
27.15716437631139,C
27.17090482812684,A
27.215105435045484,D
27.21520365536754,A
27.232691466503354,A
27.35320617557651,A
27.46452355733276,D
27.47951287448742,B
27.51414293223715,D
27.73634375679784,A
27.763709205133107,A
27.768148641873417,A
