time,event
0.04398961350383053,C
0.18230466374797652,D
0.20208710563921617,C
0.21395454698574193,C
0.24819781181679207,B
0.26406952798159705,D
0.35692140776166814,C
0.39190606859229593,D
0.47758770112737103,B
0.6306423510773477,B
0.6745354891556176,B
0.7257313257045029,B
0.7498787095930339,B
0.7579080792202412,B
0.8508226192839669,B
0.8516552160494348,A
0.871192690702378,B
0.9585132881514427,D
1.0339469687056297,D
1.1038402359159856,B
1.1475278400021167,A
1.2325491165781535,D
1.2961398907104154,A
1.3847263445945557,C
1.5827896588079091,C
1.6280770110224743,B
1.6361348481904214,C
1.7389120425124884,C
1.7784282630326627,A
2.1199447227119737,A
2.155761300139114,A
2.355671559452217,D
2.4235317135872205,B
2.468024997620879,B
2.589004539575561,A
2.6999138584508446,B
2.769345533407658,C
2.8282281649435266,B
2.8790643801210405,A
3.0817416989693305,C
3.1323901844919257,D
3.1481734890728963,A
3.207527961505077,A
3.284925371283875,A
3.289926250866803,D
3.4636260073660883,A
3.5133206918380058,C
3.6968331716202987,D
3.70262324385188,C
3.8438388356722624,A
3.9761933423080356,B
4.298515187408086,D
4.388023420989658,A
4.419947986550449,C
4.623171301953566,C
4.689108162667231,D
4.751869885907093,C
4.8096238348264695,D
4.909875197913039,B
5.068732819875229,A
5.111553126542269,C
5.321300100341432,D
5.388127505389352,B
5.49750386007643,B
5.615845915350986,B
5.664794751390801,C
5.713738670970908,C
5.758500741365574,D
5.812193414967262,B
6.116218268874878,B
6.305249162724516,A
6.587787044630806,C
6.645925599689849,A
6.692291438604467,B
6.850882004289664,D
6.890430342562137,C
6.947318019999625,D
7.026276046795384,B
7.3003647023413345,A
7.415689339275186,D
7.839872085228387,C
7.889373758788203,A
7.922169494248828,A
7.93711056265494,D
8.009627321230594,C
8.010926366044078,D
8.137842232946817,D
8.21606952014982,D
8.278963745101036,B
8.416354165958179,A
8.471427908491668,D
8.47924053794512,B
8.531832007818798,B
8.547386548258384,D
8.59942315470032,C
8.689456550867607,A
8.798447190743616,C
8.918126709718326,C
9.09452608259684,A
9.162465982659182,A
9.258717283716344,C
9.261825938298294,D
9.316581730148751,C
9.331648239234447,C
9.425404702246588,B
9.476652479136119,C
9.509073218388428,B
9.601700762542217,B
9.72677045795046,D
9.73301505550095,C
9.915141828089945,C
10.040595487804062,C
10.060646929018828,D
10.09379534953838,D
10.156691465545043,A
10.186199225952738,C
10.357751522941616,A
10.408704786060357,A
10.47303756768666,B
10.47620168071418,C
10.576209852193179,C
10.626713571703373,C
10.634507583201584,C
10.647094233008053,D
10.689085968599844,B
10.696232451085159,C
10.709116012836715,D
10.907617206276202,A
10.942668676188806,C
10.96559063438221,A
10.97499812042534,D
10.982417375324385,A
11.009597035214826,B
11.048567454609456,A
11.227927559551295,C
11.502383988705896,A
11.625133841188077,A
11.644645946645062,B
11.819554357362149,C
11.929053000666404,C
11.973575609345938,C
11.984549920539164,C
12.13098028321,C
12.136290468360778,A
12.276579085844856,C
12.373990317180878,D
12.384845511602958,D
12.451686290344155,A
12.889864494590453,C
12.958793139168154,B
13.013274971927052,D
13.045022566101789,B
13.051348674696124,B
13.179203952669113,A
13.462884880525923,D
13.727246244101789,A
13.76179028784067,A
13.839947652508037,D
13.860305596665821,D
14.268166737006993,C
14.308992865570024,A
14.331905843085263,A
14.39113216443683,A
14.427118098404705,D
14.429289690729806,A
14.556392530713508,B
14.570005251901097,C
14.77780974652726,C
14.874957029679441,C
15.037840399508703,B
15.255564319575825,A
15.275759605645368,A
15.58804911734488,C
15.706732248270356,A
15.760120414129249,D
15.925594818118473,C
16.236728605287976,D
16.482570439989438,B
16.4898114816184,D
16.516736872970608,A
16.573024418124614,B
16.661414913629034,C
16.693655637588012,A
16.729708660316593,D
16.927756314145526,C
16.979289347130955,A
17.059713720614873,D
17.161730079162112,C
17.161732049175082,B
17.184875646114524,C
17.53420411134707,C
17.576603561147596,C
17.720679032425757,C
17.97136430272711,A
18.02630936053229,D
18.11527867439476,A
18.279266695389254,B
18.53481786754316,C
18.675963799035248,D
18.71613058056795,A
18.802730753155096,C
18.825512614371725,D
18.83458991135925,D
18.93500920558107,D
19.082371721394644,A
19.32420650182241,B
19.348909494621985,C
19.38396529325872,C
19.46252929220456,C
19.829228677940865,A
19.88498960219914,B
19.957268182385043,D
20.054294601240326,A
20.079796840849287,D
20.15280360290669,C
20.183123256229017,A
20.296060829520325,B
20.583971271589757,A
20.58992486337227,C
20.597698710541614,A
20.990683668109853,A
21.08324807770942,A
21.085485778824182,C
21.145126141709962,C
21.183871047474383,C
21.203957158025865,D
21.265796470786164,A
21.41730718107874,A
21.653139294954098,C
21.87900375179172,A
21.89088132513679,A
21.89914433261571,B
22.02721693634814,C
22.103142799808772,D
22.126450662973507,A
22.149172444073987,A
22.193220919269713,B
22.57232103445054,C
22.88389165672277,B
23.04803730169821,C
23.1072203364447,C
23.144912666742506,C
23.147203094635476,D
23.20269804111523,B
23.209125188044183,C
23.2468155629991,B
23.368848832540603,D
23.40154867523163,C
23.41025365247563,B
23.439604502600474,D
23.524122463346078,B
23.555563385412288,B
23.58367540830605,A
23.637749326041035,C
23.745786029301403,A
23.8118128463306,B
23.883776967054967,C
24.029260151990066,C
24.091340462833188,D
24.18318309492483,D
24.478542298079308,A
24.481645818414357,D
24.568253482769357,C
