time,event
0.09561683251993101,D
0.34051189751986183,A
0.4155504551852058,D
0.4495052495965613,A
0.4554523767406094,C
0.45762823749497344,C
0.5419873424884539,B
0.6334264712518559,A
0.6562483861973806,D
0.6881542313919441,A
0.7706974314135542,A
0.989042466474701,D
1.1177650505331784,C
1.2625654369210877,D
1.2937122626117865,D
1.3018336664301648,D
1.524415091487544,D
1.574562280660221,A
1.6087904837894387,A
1.6518486426629488,A
1.6636510673693499,D
1.7000535572003308,D
1.7243769255035721,A
1.7518649651899698,A
1.7574259069682039,A
1.816399204308436,B
1.8613879430036513,D
1.9767242696063174,B
1.9863078279641437,A
2.014491762385042,C
2.0979260621938023,D
2.1160924537544488,D
2.1519297745019195,A
2.153281847568454,A
2.210871000837176,C
2.2608198245818727,D
2.341934506222553,C
2.4143657091326833,C
2.5166954394151775,A
2.5316790001931273,D
2.548895137064998,A
2.5515361396574687,A
2.5521518719576095,B
2.5647766989873606,A
2.708513494014281,B
2.714297867804906,A
2.7286428954657937,D
2.7627862563861583,B
2.7662247727673863,A
2.9786264462947587,D
3.006633287936748,B
3.021528280531538,A
3.059641230800021,A
3.0728505686395136,D
3.197035477189284,A
3.2087644181103347,B
3.242543409312718,A
3.307070713843363,C
3.3267954239743416,A
3.335205186591189,A
3.4105605869041646,C
3.423165725061893,D
3.4437454109005423,A
3.535772696348271,A
3.543853231273692,C
3.635462299164786,A
3.6697692797770034,D
3.684520526758274,A
3.7782377260147837,D
3.84822794498777,A
3.8731493396146055,B
3.948841404968012,C
3.994994459866447,B
4.079607837456385,D
4.114742609681773,A
4.129668466662211,A
4.164310036279947,C
4.230322602273875,A
4.241364747942446,A
4.272205251533555,A
4.344623568979106,D
4.4055873405812385,D
4.498838984629128,B
4.76542072345665,A
4.820878107082499,C
4.862610663474526,A
4.944390085242995,C
5.104829768610445,A
5.299622336179929,A
5.348908234828529,A
5.370833273773282,A
5.523819891967642,A
5.6570412584963705,A
5.6846525365135285,A
5.915826840509127,A
5.916491038100419,A
5.9673129639846,A
6.051782186096688,A
6.099394222028395,A
6.238149138743459,A
6.256765623485696,C
6.5848958991406485,B
6.754883498871449,D
6.860067486112545,A
6.919228633914161,C
6.972320614456384,A
6.982882571417115,A
6.986226443556516,D
7.004691087441602,D
7.029082706245857,C
7.07619254464134,B
7.159956951774382,A
7.256297565243471,C
7.299916529407661,A
7.407365779590099,B
7.560422143872158,C
7.728471667874571,A
7.825543877306348,D
7.8766913952850555,A
7.931210452776006,B
8.084762716701608,A
8.253193130825748,A
8.388389170021991,C
8.390537844233162,A
8.530859098818395,A
8.55523012510632,B
8.561403077934653,B
8.610503540637849,D
8.620454870499167,C
8.851719667780777,A
8.920118325451858,A
9.045298653418973,D
9.311712956837653,A
9.400574606950812,D
9.623284421089954,A
9.65690044800393,A
9.708058441015574,D
9.791715785211146,A
9.81061361646489,A
9.816655593726132,A
9.876233191897528,A
9.932995579931557,A
10.143635206773421,B
10.24945411810831,A
10.25721011699202,A
10.466266639963745,C
10.849371787141093,A
10.85058270822746,D
10.91340653901168,C
11.017693546900649,C
11.036666824768675,A
11.272764377243995,A
11.290609337857541,A
11.467885447384296,A
11.488752717159015,C
11.515369101298038,A
11.603702333677216,A
11.695273425986196,A
11.702488676763181,A
11.748156592661319,A
11.778749349469004,D
12.02074121520278,C
12.038793848081546,A
12.119581121137827,B
12.237611208114375,A
12.239658304258327,A
12.240101054189894,A
12.300111905860177,A
12.395096543386213,A
12.559468339055908,D
12.57774271363299,C
12.781703652690748,A
12.817263016502077,C
12.85263060724032,A
12.9351098185173,C
13.10808336958266,B
13.183849701457758,A
13.198682011413192,C
13.209795405505355,B
13.379344869045099,A
13.402454772338858,A
13.404310590684855,C
13.429488915764853,A
13.502041015652438,C
13.577599917224726,C
13.591850651553232,C
13.650514783396156,D
13.745140231767833,B
13.77270527939928,A
13.816364083950848,C
13.85781917839425,A
13.953661454029923,A
14.043362618650631,B
14.155514718529506,A
14.184355163182623,C
14.222960326703152,D
14.57206307929721,A
14.74533713250555,D
14.773686218851022,A
14.799300061831891,B
14.83077484416349,B
14.950974079909523,A
15.071120286274887,C
15.19898932013719,C
15.203272092170344,A
15.27973264439164,C
15.329794367219716,A
15.332345520656647,C
15.339588226297321,A
15.43018194090663,A
15.514436335012492,D
15.602667068441598,B
15.786675928403808,A
15.817773492333615,A
15.82196802812201,D
16.050714029978447,A
16.054243539374024,A
16.254790317917838,A
16.280337440043812,C
16.285131252916717,A
16.35570206021339,C
16.48067771269233,C
16.593529537765022,C
16.75542591845435,B
16.830029937667224,C
16.884228130909683,A
17.094728596605442,B
17.160870199224348,A
17.18350269738568,A
17.194011673963768,A
17.22372673257509,C
17.294976293595035,A
17.300939608009124,A
17.38978361761313,A
17.40359076034409,A
17.462786822913763,B
17.583888530554255,A
17.635070082706342,A
17.876410007739036,C
17.99148343812704,C
18.122543958175253,A
18.148831119990252,C
18.288051197116765,B
18.29201165857203,B
18.309252495578654,B
18.324179643327856,D
18.48869985911746,A
18.54093697471286,A
18.658679559002433,A
18.7889980898156,A
18.79067508298672,B
18.892585505868954,B
18.89677915921231,A
18.932106393666672,B
19.116078000249217,C
19.122554310970266,D
19.128363157715864,C
19.45567155502668,A
19.455713850108932,A
19.653489437593986,B
19.69039412199367,A
19.755090300977088,A
19.82154549571523,A
19.949457651133613,A
20.02114902734073,A
20.3043452313348,A
20.380773457832692,C
20.536672585561263,C
20.580003908169786,A
20.66200650982241,B
20.663463182433066,D
20.6786740855901,A
20.694977379093327,B
20.696573746411282,C
20.85830495334118,A
20.914508078585996,A
20.928512652890337,A
21.015606253812976,C
21.0278170760797,A
21.027978069538467,A
21.10722851813536,C
21.425935040746033,C
21.480712947032195,A
21.569369032573505,A
21.590885187724727,A
21.782058377452223,A
21.78265057366422,C
21.83901958844151,B
21.865824611944742,A
21.936153187322873,C
22.00945886732024,B
22.038140505967785,C
22.065110135041262,A
22.11772848582343,C
22.261604404978996,D
22.27504549106014,C
22.276140097869213,A
22.308097536580252,A
22.448926150272552,A
22.571315388058352,C
22.64031655262828,A
22.6435543866922,A
22.65582238606009,D
22.684076306869695,A
22.700625963306656,A
22.766244415122596,A
22.88560781336806,A
22.985613315972838,A
23.16211463644036,B
23.23451254655839,A
23.32792422138031,D
23.36924052409464,C
23.52788183675508,C
23.542397951321046,C
23.551976672651513,A
23.824642156383554,B
24.061535499515205,A
24.248110479000488,A
24.281380250316015,A
24.346583123720755,D
24.377253035852533,C
24.398332783334386,D
24.50149215512798,D
24.50162623161284,A
24.52925335192775,D
24.597306140100596,C
24.69191943922333,A
24.70819882209029,D
24.93811369957838,C
25.103867212799436,C
25.11978023050605,A
25.12370013280957,A
25.27730876206977,A
25.451655165202663,A
25.460182952273904,A
25.56448648094219,B
25.665528101888405,B
25.69038687524778,A
25.840108389348043,A
25.891211143565428,A
25.906491182241634,D
26.058821657897514,A
26.189681882634154,D
26.213025161766815,A
26.404926837556488,B
26.421558573884035,B
26.427000095178723,A
26.511786420799684,A
26.605209085498995,B
26.938460359542006,B
27.108473033085158,A
27.295243178363275,A
27.362277730114727,A
27.423924918547403,B
27.661548129980766,A
27.81910365748435,D
28.176896856608987,A
28.21727460033017,C
28.26494476531389,A
28.323865615530835,D
28.327002297586354,B
28.36032267109113,C
28.40134325650746,A
28.636637899883247,A
28.658919150434777,A
28.66069093535667,C
28.71192386618913,A
28.858898308839503,C
28.94801628007211,A
29.01820415264181,D
29.053551876507086,A
29.11493002739152,D
29.23554410028652,A
29.285001210911194,D
29.410753077597725,C
29.512376749663503,A
29.566574599675704,C
29.613196569838717,C
29.678742036222655,B
29.809192135423917,A
29.812492186539153,A
29.941364453431557,A
29.97292490999377,A
30.01663717415447,A
30.031840986330824,A
30.14476097146986,B
30.383346621388807,B
30.46665952255017,A
30.46673471397653,D
30.618953330189726,C
30.679018490772375,C
30.92617962515316,A
30.98278229177007,A
30.98666878570212,A
31.13440688988406,A
31.146962816019858,A
31.174025542308858,D
31.189236196095734,A
31.205900081972263,A
31.224245063711574,A
31.283866610857586,A
31.415616026977872,C
31.4505518994878,B
31.479021621515468,C
31.481064483998072,B
31.496425014303735,A
31.548767747367318,A
31.654217996946215,A
31.853870828388544,B
31.911508002626274,C
32.13013779322101,A
32.132964657822484,D
32.17618648586345,C
32.20928161470761,D
32.25508957560588,A
32.41736649995836,A
32.566483537236884,D
32.80301769087618,C
32.86764299165948,A
32.88097381839205,A
33.01086044520958,C
33.04591210608971,A
33.0961499892093,A
33.111502171832186,B
33.18348989683296,A
33.18495912134331,C
33.26394865403451,A
33.3919973809922,A
33.50373024069606,A
33.52443663507798,A
33.54729404015546,A
33.61920875413407,A
33.87137778981488,D
33.906011266958316,A
33.90927629849285,A
33.91095362162251,A
34.036857295747346,B
34.32468907209738,D
34.56748059982821,A
34.570990534627995,A
34.74895927803826,A
34.82600951630779,A
34.899559346820105,A
34.94176266502489,A
35.00476363925036,A
35.05352779626731,A
35.227630458722786,A
35.28340223858548,C
35.29884053743381,C
35.31294598065296,A
35.35246139155958,B
35.43103964013004,A
35.62705902176697,C
35.648585130930705,A
35.68392883925438,A
35.83949992800325,A
36.14065466431743,B
36.42283700410335,B
36.44306817788935,A
36.5376934118118,C
36.68537304495513,C
36.71947043511144,C
36.814127787382866,A
36.819264839504626,A
36.85800526595788,D
36.86356824660302,B
36.928525022758414,A
36.976330610298035,B
37.00006617693891,A
37.02313748379641,C
37.15701635501816,A
37.26353262330026,C
37.29591077090175,A
37.425353133870736,A
37.43405811338848,A
37.54669048307393,B
37.575729410681596,A
37.58523323294956,B
37.64762405831658,A
37.74359580884847,A
37.778473342906615,B
37.808446103236015,C
37.84643110284096,A
37.895517064351765,A
38.20406592340478,A
38.22216252800968,B
38.29344272215476,A
38.29419069391747,A
38.4151133694508,A
38.81093991625689,A
38.87524324732707,D
38.95151190479838,D
39.038628939832606,A
39.11180831458324,A
39.136034439632766,C
39.291122568182416,A
39.321637659337625,B
39.33205050450143,A
39.342360365075315,B
39.36147503008278,C
39.50178111458134,A
39.5506082025912,A
39.595228729672215,D
39.78282282333332,D
40.15349096629023,C
40.253842923759784,D
40.38845035275589,C
40.55477836258794,D
40.63842870052053,A
40.66046983830472,C
40.66606454470092,B
40.81621102956041,C
41.1239714678305,B
41.129118768483046,A
41.2578791010247,A
41.347250158209846,A
41.37230414704979,D
41.37853852809297,C
41.418340755325445,B
41.47648361170079,A
41.49930484138864,C
41.58642956191947,A
41.69374440725041,C
41.70504718730449,B
41.769840521397875,A
41.77873996081875,C
41.8237267544639,A
41.85441747659588,A
41.928824908144456,C
41.997327965113804,A
42.065279899138865,A
42.352128956655235,A
42.450232998547754,A
42.45219402163075,A
42.46195576695077,C
42.49699081105501,C
42.58223220569371,A
42.68122950981313,B
43.04140535271542,A
43.22631621423354,C
43.25561894260963,C
43.31693994147066,C
43.33214355308357,A
43.3656808382348,A
43.427098864809025,A
43.496581630109546,A
43.56123683432733,C
43.60405336116352,A
43.60927746132997,B
43.76123700804667,B
43.84805074008933,A
44.00950242513547,A
44.09466977425006,A
44.1731858929983,C
44.227585951153365,C
44.22858135261291,A
44.25859293483764,A
44.323613509532414,D
44.39730768753878,A
44.49807021615591,A
44.527133523297046,C
44.58487271980268,D
44.59125507911045,D
44.619908014084416,A
44.814959564232176,A
44.88325258295999,D
44.915538060417674,D
45.154195762679564,C
45.20056448585496,D
45.2248165130558,C
45.22597534737886,A
45.36914236039305,A
45.37929023422296,A
45.46526384428456,A
45.60008728369067,A
45.60223381837717,B
45.62562825616641,A
45.8770876929877,C
46.202740923677396,A
46.22959048652699,A
46.38414585550608,A
46.50907980535882,A
46.53186423787133,B
46.54344087497736,A
46.55231898441558,A
46.64450079284068,D
46.71106029509365,A
46.806905930276486,C
46.88781173540636,C
46.93834235017152,A
47.00094448582881,A
47.03308491389088,B
47.082442019695044,D
47.12022022351533,C
47.15131065309372,C
47.15228232642482,A
47.40230561148443,D
47.489932678434705,C
47.53988087791121,A
47.61603852485821,B
47.63237761987215,D
47.796359430796194,D
48.01770799454111,B
48.15074973470416,A
48.151788368419226,A
48.19259968849672,C
48.31820766307413,A
48.369653464311924,A
48.392568757326664,C
48.416396753123564,A
48.57162039463497,A
48.62962482769514,D
48.63507220066782,C
48.852654182536234,A
48.87990610203093,C
49.06798551304284,A
49.10156036686239,A
49.12367819959079,D
49.31352466915729,A
49.5791703463303,A
49.70906123266589,A
49.79527952893082,A
49.79573503742031,A
49.809731469513046,A
49.81738680346432,A
49.882527691129276,B
49.88702772970488,A
50.192508542458,A
50.274462118054736,A
50.34967501515639,A
50.37922847326062,A
50.41314181965192,D
50.45179612679254,C
50.56328901013925,A
50.67342563311581,C
50.85071641681604,C
51.12291725273534,A
51.13003393196862,C
51.15654040231127,A
51.15776179260125,A
51.26025321593851,A
51.38646980432541,A
51.522923973786334,D
51.552838469131444,A
51.56878870167179,A
51.59502566200698,D
51.60678320324966,A
51.6656929569258,C
51.713434678644624,C
51.71829887946831,C
51.74866760701867,C
51.76781662999277,D
51.77275767243835,D
51.79736334698523,A
51.91246523054191,A
52.13650144852489,D
52.35447084565743,A
52.38305629295286,D
52.46684010514654,A
52.4748764343601,A
52.50493173797426,C
52.57582511263129,B
52.648312833072346,A
52.71742448282073,C
52.72203805563893,A
52.778145327812275,D
52.78212755222456,A
52.80344087153783,B
52.85857774259033,A
52.979942161371866,C
53.03060339453839,D
53.09820479255596,A
53.145521967774414,A
